Location,Property," - Employee Number"," - Bags of Salt Used? "," - Bags of Calcium Used? "," - How many Guys Servicing Property?"," - Total Man Hours of all Guys?","Submission Date","Submitted By","Assigned To"
"Sec 22 - Elgin","1111 Davis",813,3,0,3,4,"01/10/2016 11:43 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin","1675 Holmes",813,3,0,3,4,"01/10/2016 11:41 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin","1360 Madeline",813,3,0,3,4,"01/10/2016 11:39 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin","1385 Madeline",813,4,0,3,4,"01/10/2016 11:38 AM","SnowPlus Staff","Freddy Martin"
"Sec 32 - Schaumburg",Sunstar,813,10,4,4,28,"01/10/2016 11:00 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg","Art Van Schaumburg",813,3,0,2,3,"01/10/2016 10:59 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg","930 National",813,3,0,2,3,"01/10/2016 10:54 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg","5201 Tollview",813,4,0,3,5,"01/10/2016 10:53 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg","1300 Plum Grove",813,4,0,2,5,"01/10/2016 10:52 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg","Bed Bath & Beyond",813,5,0,2,4,"01/10/2016 10:47 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg","1051 Perimeter",813,3,0,2,3,"01/10/2016 10:45 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 26 - Itasca","1376 Industrial",813,3,0,3,4,"01/10/2016 10:33 AM","SnowPlus Staff","Don Down"
"Sec 26 - Itasca","225 Windsor",813,3,0,3,4,"01/10/2016 10:32 AM","SnowPlus Staff","Don Down"
"Sec 26 - Itasca",Canon,813,3,0,3,3,"01/10/2016 10:30 AM","SnowPlus Staff","Don Down"
"Sec 26 - Itasca","690 Hilltop",813,3,0,3,3,"01/10/2016 10:29 AM","SnowPlus Staff","Don Down"
"Sec 26 - Itasca","909 Irving Park",813,3,0,3,3,"01/10/2016 10:28 AM","SnowPlus Staff","Don Down"
"Sec 07 - Bensenville","1001 Foster",813,2,0,2,1,"01/10/2016 10:21 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","1141 Ellis",813,3,0,2,3,"01/10/2016 10:20 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","201 Hansen",813,6,0,2,5,"01/10/2016 10:19 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","855 Woodale",813,3,0,2,3,"01/10/2016 10:18 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","311 Richert",813,3,0,2,2,"01/10/2016 10:17 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","571-599 Edgewood",813,2,0,2,2,"01/10/2016 10:16 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","1010 Foster",813,3,0,2,3,"01/10/2016 10:15 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","626-630 Thomas",813,2,0,2,2,"01/10/2016 10:13 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","975-1001 Bryn Mawr",813,3,0,2,3,"01/10/2016 10:11 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","877 Supreme",813,3,0,2,3,"01/10/2016 10:10 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","860-888 Thomas",813,2,0,2,3,"01/10/2016 10:09 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","560-590 Supreme",813,3,0,2,3,"01/10/2016 10:08 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","600-608 & 610-620 Supreme ( 2 bdgs)",813,6,0,2,5,"01/10/2016 10:06 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","630-650 Supreme",813,3,0,2,2,"01/10/2016 10:05 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","595-601 Supreme",813,3,0,2,3,"01/10/2016 10:04 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","645-651 Supreme",813,3,0,2,3,"01/10/2016 10:03 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","659-699 Supreme",813,3,0,2,3,"01/10/2016 10:03 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","971-991 Supreme",813,3,0,2,3,"01/10/2016 10:00 AM","SnowPlus Staff","Ernie Vargas"
"Sec 07 - Bensenville","950-990 Supreme",813,2,0,2,2,"01/10/2016 09:59 AM","SnowPlus Staff","Ernie Vargas"
"Sec 21 - Bartlett","Stearns Crossing (Retail)",813,5,0,3,5,"01/10/2016 09:42 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","50 Gary",813,3,0,3,3,"01/10/2016 09:41 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","100 Gary",813,3,0,3,3,"01/10/2016 09:40 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","200 Gary",813,4,0,3,3,"01/10/2016 09:40 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","1600 Central",813,3,0,3,3,"01/10/2016 09:39 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","Maines Foods",813,4,0,3,4,"01/10/2016 09:38 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","5700 Turnberry",813,3,0,3,3,"01/10/2016 09:37 AM","SnowPlus Staff","Chad Meyer"
"Sec 30 - Lisle / Warrenville","Univ. Tech Institute",813,20,0,5,35,"01/10/2016 09:32 AM","SnowPlus Staff","Jose Legaspi"
"Sec 30 - Lisle / Warrenville","535 Diehl",813,4,0,2,5,"01/10/2016 09:31 AM","SnowPlus Staff","Scott Erickson"
"Sec 30 - Lisle / Warrenville","1000 & 1100 Warrenville",813,10,5,5,30,"01/10/2016 09:30 AM","SnowPlus Staff","Scott Erickson"
