Location,Property," - Employee Number"," - Bags of Salt Used? "," - Bags of Calcium Used? "," - How many Guys Servicing Property?"," - Total Man Hours of all Guys?","Submission Date","Submitted By","Assigned To"
"Sec 15 - Carol Stream East","90 West Lake",813,1,0,1,1,"02/25/2016 10:09 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","417 Village",813,2,0,1,2,"02/25/2016 10:08 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","545 Fullerton",813,1,0,2,2,"02/25/2016 10:08 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","437 Tower",813,4,0,3,7,"02/25/2016 10:07 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","230 Lies",813,1,0,1,1,"02/25/2016 10:06 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","810 Kimberly",813,3,0,2,3,"02/25/2016 10:05 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","900 Kimberly",813,2,0,1,2,"02/25/2016 10:04 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","376 Lies",813,2,0,2,3,"02/25/2016 10:04 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","125 Army Trail",813,1,0,1,2,"02/25/2016 10:03 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","175 Wall St",813,1,0,1,1,"02/25/2016 10:02 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","355 Long View",813,1,0,1,1,"02/25/2016 10:01 AM","SnowPlus Staff","Cody Moutvic"
"Sec 15 - Carol Stream East","700 Kimberly",813,1,0,1,1,"02/25/2016 10:01 AM","SnowPlus Staff","Cody Moutvic"
"Sec 04 - Aurora West / Batavia","2401 Kaneville Rd",813,3,0,1,4,"02/25/2016 09:49 AM","SnowPlus Staff",
"Sec 04 - Aurora West / Batavia","Art Van - Batavia",813,2,0,2,4,"02/25/2016 09:48 AM","SnowPlus Staff",
"Sec 04 - Aurora West / Batavia","1100 Kingsland",813,1,0,2,1,"02/25/2016 09:46 AM","SnowPlus Staff",
"Sec 32 - Schaumburg",Sunstar,813,5,0,3,9,"02/25/2016 09:42 AM","SnowPlus Staff","Connor Young"
"Sec 32 - Schaumburg","Art Van Schaumburg",813,1,0,2,1,"02/25/2016 09:42 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg",Sunstar,813,5,0,3,9,"02/25/2016 09:40 AM","SnowPlus Staff","Connor Young"
"Sec 32 - Schaumburg","930 National",813,1,0,2,1,"02/25/2016 09:40 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg","5201 Tollview",813,2,0,2,1,"02/25/2016 09:39 AM","SnowPlus Staff","Brandon Temesuary"
"Sec 32 - Schaumburg","1300 Plum Grove",813,1,0,2,1,"02/25/2016 09:38 AM","SnowPlus Staff","Connor Young"
"Sec 32 - Schaumburg","Bed Bath & Beyond",813,2,0,2,2,"02/25/2016 09:37 AM","SnowPlus Staff","Connor Young"
"Sec 32 - Schaumburg","1051 Perimeter",813,1,0,2,1,"02/25/2016 09:37 AM","SnowPlus Staff","Connor Young"
"Sec 30 - Lisle / Warrenville","Univ. Tech Institute",813,11,0,3,14,"02/25/2016 09:33 AM","SnowPlus Staff","Jose Legaspi"
"Sec 30 - Lisle / Warrenville","535 Diehl",813,2,0,2,2,"02/25/2016 09:31 AM","SnowPlus Staff","Scott Erickson"
"Sec 30 - Lisle / Warrenville","1000 & 1100 Warrenville",813,10,1,2,10,"02/25/2016 09:28 AM","SnowPlus Staff","Scott Erickson"
"Sec 22 - Elgin","901 Weseman",813,2,0,2,2,"02/25/2016 09:22 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin","1111 Davis",813,1,0,2,2,"02/25/2016 09:22 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin","1675 Holmes",813,1,0,2,1,"02/25/2016 09:21 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin","1360 Madeline",813,1,0,2,2,"02/25/2016 09:20 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin","1385 Madeline",813,1,0,2,1,"02/25/2016 09:19 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin","2700 Alft",813,2,0,2,2,"02/25/2016 09:18 AM","SnowPlus Staff","Freddy Martin"
"Sec 22 - Elgin",Chase,813,16,0,6,26,"02/25/2016 09:17 AM","SnowPlus Staff","Freddy Martin"
"Sec 21 - Bartlett","Stearns Crossing (Retail)",813,2,0,2,3,"02/25/2016 09:13 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","50 Gary",813,1,0,2,1,"02/25/2016 09:11 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","100 Gary",813,2,0,2,1,"02/25/2016 09:11 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","200 Gary",813,1,0,2,2,"02/25/2016 09:10 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","1600 Central",813,1,0,2,1,"02/25/2016 09:08 AM","SnowPlus Staff","Chad Meyer"
"Sec 31 - Roselle","Maines Foods",813,2,0,2,2,"02/25/2016 09:07 AM","SnowPlus Staff","Chad Meyer"
"Sec 35 - Woodridge Industrial",Xcell,447,1,0,3,1,"02/25/2016 06:02 AM","SnowPlus Staff","Doug Hendon"
"Sec 35 - Woodridge Industrial","10220 Werch",447,1,0,3,1,"02/25/2016 06:01 AM","SnowPlus Staff","Doug Hendon"
"Sec 35 - Woodridge Industrial","10350 Beaudin",447,2,0,3,1,"02/25/2016 05:59 AM","SnowPlus Staff","Doug Hendon"
"Sec 35 - Woodridge Industrial","2300 Internationale",447,1,0,3,1,"02/25/2016 05:57 AM","SnowPlus Staff","Doug Hendon"
"Sec 35 - Woodridge Industrial","Graham Packaging",447,1,0,3,1,"02/25/2016 05:56 AM","SnowPlus Staff","Doug Hendon"
"Sec 35 - Woodridge Industrial","2500 Internationale",447,1,0,3,1,"02/25/2016 05:55 AM","SnowPlus Staff","Doug Hendon"
"Sec 35 - Woodridge Industrial","2401 Internationale",447,1,0,3,1,"02/25/2016 05:54 AM","SnowPlus Staff","Doug Hendon"
"Sec 34 - Woodridge Retail","Art Van - Woodridge",447,2,0,3,1,"02/25/2016 05:52 AM","SnowPlus Staff","Dan Castro"
"Sec 34 - Woodridge Retail","Darien Towne Center",447,5,0,3,3,"02/25/2016 05:51 AM","SnowPlus Staff","Dan Castro"
"Sec 34 - Woodridge Retail","Centerpointe Retail Centre",447,3,0,3,3,"02/25/2016 05:49 AM","SnowPlus Staff","Dan Castro"
"Sec 17 - Lombard / Oakbrook","Eisenhower Buildings",205,10,0,3,12,"02/25/2016 04:17 AM","SnowPlus Staff","Greg Skonie"
"Sec 19 - Elk Grove Village","1601 Pratt",205,2,0,2,1,"02/25/2016 04:16 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1501 Pratt",205,2,0,2,1,"02/25/2016 04:16 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1201 Kirk",205,1,0,2,1,"02/25/2016 04:15 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","2901 Lively",205,1,0,2,1,"02/25/2016 04:14 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","2521 Lively",205,1,0,2,1,"02/25/2016 04:13 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1107 Mark",205,1,0,2,1,"02/25/2016 04:12 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1201-1251 Mark",205,1,0,2,1,"02/25/2016 04:11 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1300 Mark",205,1,0,2,1,"02/25/2016 04:10 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1400 Mark",205,1,0,2,1,"02/25/2016 04:10 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1301-1401 Mark",205,2,0,2,1,"02/25/2016 04:09 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","2781 Katherine",205,1,0,2,1,"02/25/2016 04:08 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1380-1410 Kirk",205,1,0,2,1,"02/25/2016 04:08 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1290 Thorndale",205,1,0,2,1,"02/25/2016 04:07 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1100 Thorndale",205,1,0,2,1,"02/25/2016 04:07 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","2700 Carl",205,1,0,2,1,"02/25/2016 04:06 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","2800 Carl",205,1,0,2,1,"02/25/2016 04:06 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","900 Thorndale",205,1,0,2,1,"02/25/2016 04:05 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","2800 - 2900 Lively",205,1,0,2,1,"02/25/2016 04:04 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","1723 Marshall",205,1,0,3,1,"02/25/2016 04:03 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","1500 Higgins Rd",205,1,0,3,1,"02/25/2016 04:03 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","Regent O'Hare Building Industrial Center",205,2,0,3,1,"02/25/2016 04:02 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","Regent O'Hare Building E & F",205,2,0,3,1,"02/25/2016 04:02 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","Regent O'Hare Building B",205,1,0,3,1,"02/25/2016 04:01 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","Tech Center I",205,2,0,3,1,"02/25/2016 04:00 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","1800 Landmeier",205,1,0,3,1,"02/25/2016 03:59 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","Tech Center II",205,1,0,3,1,"02/25/2016 03:59 AM","SnowPlus Staff","Ernie Vargas"
"Sec 20 - Elk Grove Village North","951 Fargo",205,1,0,3,1,"02/25/2016 03:58 AM","SnowPlus Staff","Ernie Vargas"
"Sec 24 - Elmhurst","777 Church",205,1,0,2,1,"02/25/2016 03:57 AM","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","949 - 853 Larch",205,1,0,2,1,"02/25/2016 03:56 AM","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","11700 Grand",205,1,0,2,1,"02/25/2016 03:56 AM","SnowPlus Staff","Jim Jungles"
"Sec 23 - Rosemont","3708 River",205,2,0,2,1,"02/25/2016 03:55 AM","SnowPlus Staff","Jim Jungles"
"Sec 23 - Rosemont","Columbia Center III",205,2,0,2,2,"02/25/2016 03:54 AM","SnowPlus Staff","Jim Jungles"
"Sec 23 - Rosemont","Columbia Center I & II",205,5,0,2,3,"02/25/2016 03:53 AM","SnowPlus Staff","Jim Jungles"
"Sec 18 - Mt. Prospect-Glenview","1471 Business Center",205,1,0,3,1,"02/25/2016 03:50 AM","SnowPlus Staff","Bobby Gomez"
"Sec 18 - Mt. Prospect-Glenview","1000 Milwaukee",205,2,0,3,2,"02/25/2016 03:49 AM","SnowPlus Staff","Bobby Gomez"
"Sec 25 - Glendale Heights","180 Exchange",419,8,0,2,18,"02/25/2016 03:48 AM","SnowPlus Staff","Paul Steinhauer"
"Sec 25 - Glendale Heights","110 International",419,5,0,2,20,"02/25/2016 03:46 AM","SnowPlus Staff","Paul Steinhauer"
"Sec 25 - Glendale Heights","80 International",419,5,0,2,20,"02/25/2016 03:46 AM","SnowPlus Staff","Paul Steinhauer"
"Sec 25 - Glendale Heights","111 International",419,5,0,2,20,"02/25/2016 03:45 AM","SnowPlus Staff","Paul Steinhauer"
"Sec 25 - Glendale Heights","139 Army Trail",419,1,0,2,1,"02/25/2016 03:44 AM","SnowPlus Staff","Paul Steinhauer"
"Sec 25 - Glendale Heights","699 Regency",419,1,0,2,1,"02/25/2016 03:43 AM","SnowPlus Staff","Paul Steinhauer"
"Sec 25 - Glendale Heights","1620 & 1640 Fullerton Ct",419,2,0,2,1,"02/25/2016 03:42 AM","SnowPlus Staff","Paul Steinhauer"
"Sec 25 - Glendale Heights","1601 & 1625 Fullerton",419,1,0,2,30,"02/25/2016 03:42 AM","SnowPlus Staff","Paul Steinhauer"
"Sec 01 - Addison","2171 Executive",419,2,0,2,1,"02/25/2016 03:40 AM","SnowPlus Staff","Wally Sternberg"
"Sec 01 - Addison","710 Belden",419,5,0,2,20,"02/25/2016 03:39 AM","SnowPlus Staff","Wally Sternberg"
"Sec 01 - Addison","775 Belden",416,1,0,2,30,"02/25/2016 03:38 AM","SnowPlus Staff","Wally Sternberg"
"Sec 01 - Addison","780 Belden",419,1,0,2,30,"02/25/2016 03:37 AM","SnowPlus Staff","Wally Sternberg"
"Sec 01 - Addison","Devry University",419,1,0,2,45,"02/25/2016 03:37 AM","SnowPlus Staff","Wally Sternberg"
"Sec 01 - Addison","350 Rohlwing - Vanport Warehousing",419,1,0,2,45,"02/25/2016 03:36 AM","SnowPlus Staff","Wally Sternberg"
"Sec 06 - McCook",EMD,215,121,0,9,31,"02/24/2016 04:36 PM","SnowPlus Staff","Richard Groome"
